deploymentID,locationID,locationName,latitude,longitude,coordinateUncertainty,deploymentStart,deploymentEnd,setupBy,cameraID,cameraModel,cameraDelay,cameraHeight,cameraDepth,cameraTilt,cameraHeading,detectionDistance,timestampIssues,baitUse,featureType,habitat,deploymentGroups,deploymentTags,deploymentComments
20d9a9e7-c905-4533-a102-11e6a606c0fb,905ba210-58da-4d25-b396-3e19060a0e2a,MK 1_2,-37.971503,177.004897,,2025-01-31T11:02:42+00:00,2025-02-21T07:44:00+00:00,Gaye Payze,,,300,,,,180,,,,,,Summer,S,
222df9ad-c433-4716-a6aa-d3912f68b8d4,26d0249d-c3cb-4a6d-ade3-89450af870b1,OH 1_2,-37.9699,177.02495,,2025-01-08T09:54:21+00:00,2025-01-29T13:27:52+00:00,Hilary Sheaff,,,300,,,,180,,,,,,Summer,S,
22923712-34bd-407a-93e3-ac25b07c193c,62a29d0e-ea64-4820-b369-053ba7964213,OH 1_3,-37.968095,177.026276,,2026-02-11T15:15:28+00:00,2026-03-04T14:06:49+00:00,Gaye Payze,,,300,,,,,,,,,,Summer,,
2310ee14-4a5a-4cc6-aeb7-7b071b957b23,43bfeaf6-a8b5-41b2-884b-763476be3ebc,MK 1_4,-37.969376,177.000965,,2025-08-15T11:07:18+00:00,2025-09-05T09:25:08+00:00,Gaye Payze,,,300,,,,,,,,,,Winter,,
2383e674-6f91-4f58-b8c2-6357bb4e8e30,62a29d0e-ea64-4820-b369-053ba7964213,OH 1_3,-37.968095,177.026276,,2024-07-10T12:16:46+00:00,2024-07-31T09:56:04+00:00,Hilary Sheaff,,,300,,,,,,,,,,Winter,,
245336ff-0d46-460f-bb52-ac85158c2924,f3ea63d1-daba-448f-a1bd-e3dca498255a,OH 4_3,-37.990415,177.022671,,2025-08-14T11:21:51+00:00,2025-09-04T11:43:15+00:00,Thomas Armstrong,,,300,,,,,,,,,,Winter,,
254c3b98-ba89-41a4-9bd1-47c55096e4f1,d210cffd-6dfa-488f-bcac-e3de2318bebf,KP 1_2,-37.946838,177.017151,,2026-02-12T10:50:13+00:00,2026-03-05T09:46:53+00:00,Thomas Armstrong,,,300,,,,,,,,,,Summer,,
25b895a8-4801-4a79-8013-45f35eeae5a7,5516cd98-98eb-4a0d-84f6-1d19715413ed,MK 1_3,-37.970345,177.002831,,2024-08-02T09:57:29+00:00,2024-08-23T13:05:00+00:00,Blair George,1ec0b3a8-3979-490f-907c-15514c5d6e6d,Browning-BTC-6DCL,300,,,,,,,,,,Winter,,
25c31a7a-b6a4-42fb-b398-7b451b23ca1f,bd0529eb-3148-4c46-8f9e-da68ffc2fd2e,MK 2_4,-37.979682,176.997475,,2025-01-31T14:16:55+00:00,2025-02-21T08:51:41+00:00,,,,300,,,,,,,,,,Summer,S,Alison Fear
2640b298-13f6-408f-ad36-7d150c2833d6,62a29d0e-ea64-4820-b369-053ba7964213,OH 1_3,-37.968095,177.026276,,2025-05-01T14:20:00+00:00,2025-05-22T11:42:38+00:00,Gaye Payze,,,300,,,,,,,,,,Autumn,,
